dataset,tool,cell_id,cell_label,count,percentage_of_total
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D032$lung,celltypist,http://purl.obolibrary.org/obo/CL_0005012,multi-ciliated epithelial cell,173,0.03480885311871228
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D032$lung,celltypist,http://purl.obolibrary.org/obo/CL_1001603,lung macrophage,159,0.03199195171026157
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D032$lung,celltypist,http://purl.obolibrary.org/obo/CL_0002138,endothelial cell of lymphatic vessel,156,0.03138832997987927
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D032$lung,celltypist,http://purl.obolibrary.org/obo/CL_0002144,capillary endothelial cell,117,0.02354124748490946
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D032$lung,celltypist,http://purl.obolibrary.org/obo/CL_4028006,alveolar adventitial fibroblast,114,0.02293762575452716
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D032$lung,celltypist,http://purl.obolibrary.org/obo/CL_4033043,lung interstitial macrophage,111,0.02233400402414487
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D032$lung,celltypist,http://purl.obolibrary.org/obo/CL_0000669,pericyte,101,0.02032193158953722
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D032$lung,celltypist,http://purl.obolibrary.org/obo/CL_0010003,AT0,80,0.01609657947686117
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D032$lung,celltypist,http://purl.obolibrary.org/obo/CL_0002633,respiratory basal cell,53,0.01066398390342052
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D032$lung,celltypist,http://purl.obolibrary.org/obo/CL_0000158,club cell,49,0.009859154929577466
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D032$lung,celltypist,http://purl.obolibrary.org/obo/CL_0000192,smooth muscle cell,48,0.0096579476861167
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D032$lung,celltypist,http://purl.obolibrary.org/obo/CL_0000236,B cell,43,0.008651911468812877
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D032$lung,celltypist,http://purl.obolibrary.org/obo/CL_0002399,CD1c-positive myeloid dendritic cell,32,0.006438631790744467
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D032$lung,celltypist,http://purl.obolibrary.org/obo/CL_1000413,endothelial cell of artery,25,0.005030181086519115
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D032$lung,celltypist,http://purl.obolibrary.org/obo/CL_0000186,myofibroblast cell,21,0.004225352112676056
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D032$lung,celltypist,http://purl.obolibrary.org/obo/CL_0000913,"effector memory CD8-positive, alpha-beta T cell",21,0.004225352112676056
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D032$lung,celltypist,http://purl.obolibrary.org/obo/CL_0000623,natural killer cell,18,0.003621730382293763
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D032$lung,celltypist,http://purl.obolibrary.org/obo/CL_0002480,Goblet (nasal),16,0.003219315895372233
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D032$lung,celltypist,http://purl.obolibrary.org/obo/CL_1000414,endothelial cell of venule,16,0.003219315895372233
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D032$lung,celltypist,http://purl.obolibrary.org/obo/CL_0000097,mast cell,16,0.003219315895372233
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D032$lung,celltypist,http://purl.obolibrary.org/obo/CL_1000312,bronchial goblet cell,15,0.003018108651911469
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D032$lung,celltypist,http://purl.obolibrary.org/obo/CL_0002241,pulmonary interstitial fibroblast,9,0.001810865191146881
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D032$lung,celltypist,http://purl.obolibrary.org/obo/CL_4033044,deuterosomal cell,9,0.001810865191146881
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D032$lung,celltypist,http://purl.obolibrary.org/obo/CL_0000786,plasma cell,8,0.001609657947686117
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D032$lung,celltypist,http://purl.obolibrary.org/obo/CL_0000576,monocyte,5,0.001006036217303823
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D032$lung,celltypist,http://purl.obolibrary.org/obo/CL_0002394,CD141-positive myeloid dendritic cell,4,8.048289738430583E-4
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D032$lung,celltypist,http://purl.obolibrary.org/obo/CL_0000313,serous secreting cell,4,8.048289738430583E-4
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D032$lung,celltypist,http://purl.obolibrary.org/obo/CL_0001056,"dendritic cell, human",3,6.036217303822937E-4
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D032$lung,celltypist,http://purl.obolibrary.org/obo/CL_0000165,neuroendocrine cell,2,4.024144869215292E-4
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D032$lung,celltypist,http://purl.obolibrary.org/obo/CL_0005006,ionocyte,2,4.024144869215292E-4
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D032$lung,celltypist,http://purl.obolibrary.org/obo/CL_4033023,airway submucosal gland collecting duct epithelial cell,2,4.024144869215292E-4
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D032$lung,celltypist,http://purl.obolibrary.org/obo/CL_4033041,CCL3-positive alveolar macrophage,2,4.024144869215292E-4
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D032$lung,celltypist,http://purl.obolibrary.org/obo/CL_4033005,serous secreting cell of bronchus submucosal gland,1,2.012072434607646E-4
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D032$lung,popv,http://purl.obolibrary.org/obo/CL_0000235,macrophage,1032,0.207645875251509
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D032$lung,popv,http://purl.obolibrary.org/obo/CL_0002063,pulmonary alveolar type 2 cell,807,0.162374245472837
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D032$lung,popv,http://purl.obolibrary.org/obo/CL_0000057,fibroblast,662,0.1331991951710262
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D032$lung,popv,http://purl.obolibrary.org/obo/CL_0000624,"CD4-positive, alpha-beta T cell",531,0.106841046277666
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D032$lung,popv,http://purl.obolibrary.org/obo/CL_0000158,club cell,447,0.08993963782696177
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D032$lung,popv,http://purl.obolibrary.org/obo/CL_0002144,capillary endothelial cell,362,0.07283702213279677
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D032$lung,popv,http://purl.obolibrary.org/obo/CL_0002062,pulmonary alveolar type 1 cell,361,0.07263581488933601
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D032$lung,popv,http://purl.obolibrary.org/obo/CL_1000271,lung ciliated cell,135,0.02716297786720322
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D032$lung,popv,http://purl.obolibrary.org/obo/CL_0002138,endothelial cell of lymphatic vessel,123,0.02474849094567404
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D032$lung,popv,http://purl.obolibrary.org/obo/CL_0000860,classical monocyte,114,0.02293762575452716
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D032$lung,popv,http://purl.obolibrary.org/obo/CL_0000875,non-classical monocyte,88,0.01770623742454728
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D032$lung,popv,http://purl.obolibrary.org/obo/CL_0000669,pericyte,83,0.01670020120724346
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D032$lung,popv,http://purl.obolibrary.org/obo/CL_0000646,basal cell,36,0.007243460764587525
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D032$lung,popv,http://purl.obolibrary.org/obo/CL_0000236,B cell,35,0.007042253521126761
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D032$lung,popv,http://purl.obolibrary.org/obo/CL_0002543,vein endothelial cell,28,0.005633802816901409
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D032$lung,popv,http://purl.obolibrary.org/obo/CL_0000767,basophil,24,0.00482897384305835
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D032$lung,popv,http://purl.obolibrary.org/obo/CL_0000625,"CD8-positive, alpha-beta T cell",20,0.004024144869215292
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D032$lung,popv,http://purl.obolibrary.org/obo/CL_0000814,mature NK T cell,19,0.003822937625754527
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D032$lung,popv,http://purl.obolibrary.org/obo/CL_0000775,neutrophil,18,0.003621730382293763
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D032$lung,popv,http://purl.obolibrary.org/obo/CL_0000786,plasma cell,8,0.001609657947686117
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D032$lung,popv,http://purl.obolibrary.org/obo/CL_0002370,respiratory goblet cell,8,0.001609657947686117
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D032$lung,popv,http://purl.obolibrary.org/obo/CL_1000413,endothelial cell of artery,8,0.001609657947686117
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D032$lung,popv,http://purl.obolibrary.org/obo/CL_0000451,dendritic cell,7,0.001408450704225352
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D032$lung,popv,http://purl.obolibrary.org/obo/CL_0002393,intermediate monocyte,5,0.001006036217303823
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D032$lung,popv,http://purl.obolibrary.org/obo/CL_0001050,"effector CD8-positive, alpha-beta T cell",3,6.036217303822937E-4
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D032$lung,popv,http://purl.obolibrary.org/obo/CL_0002598,bronchial smooth muscle cell,3,6.036217303822937E-4
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D032$lung,popv,http://purl.obolibrary.org/obo/CL_0001044,"effector CD4-positive, alpha-beta T cell",2,4.024144869215292E-4
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D032$lung,popv,http://purl.obolibrary.org/obo/CL_0000359,vascular associated smooth muscle cell,1,2.012072434607646E-4
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D046$lung,azimuth,http://purl.obolibrary.org/obo/CL_0002063,pulmonary alveolar type 2 cell,2053,0.2308297728805937
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D046$lung,azimuth,http://purl.obolibrary.org/obo/CL_0000583,alveolar macrophage,1312,0.147515178772206
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D046$lung,azimuth,http://purl.obolibrary.org/obo/CL_0000625,"CD8-positive, alpha-beta T cell",1021,0.1147964920170902
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D046$lung,azimuth,http://purl.obolibrary.org/obo/CL_0002062,pulmonary alveolar type 1 cell,987,0.1109736901281763
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D046$lung,azimuth,http://purl.obolibrary.org/obo/CL_0000624,"CD4-positive, alpha-beta T cell",647,0.07274567123903755
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D046$lung,azimuth,http://purl.obolibrary.org/obo/CL_4028004,alveolar type 1 fibroblast cell,528,0.05936586462783899
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D046$lung,azimuth,http://purl.obolibrary.org/obo/CL_0002399,CD1c-positive myeloid dendritic cell,333,0.03744097144142118
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D046$lung,azimuth,http://purl.obolibrary.org/obo/CL_4028002,alveolar capillary type 1 endothelial cell,320,0.03597931189566
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D046$lung,azimuth,http://purl.obolibrary.org/obo/CL_4028006,alveolar adventitial fibroblast,301,0.03384304025185518
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D046$lung,azimuth,https://purl.org/ccf/ASCTB-TEMP_non-classical-monocytes,Non-classical monocytes,235,0.02642230717337531
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D046$lung,azimuth,http://purl.obolibrary.org/obo/CL_0000236,B cell,213,0.02394872948054869
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D046$lung,azimuth,http://purl.obolibrary.org/obo/CL_0009086,endothelial cell of respiratory system lymphatic vessel,213,0.02394872948054869
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D046$lung,azimuth,http://purl.obolibrary.org/obo/CL_4028003,alveolar capillary type 2 endothelial cell,160,0.01798965594783
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D046$lung,azimuth,http://purl.obolibrary.org/obo/CL_0009089,lung pericyte,104,0.0116932763660895
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D046$lung,azimuth,http://purl.obolibrary.org/obo/CL_0000186,myofibroblast cell,91,0.01023161682032831
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D046$lung,azimuth,https://purl.org/ccf/ASCTB-TEMP_transitional-club-at2,Transitional Club-AT2,61,0.006858556330110187
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D046$lung,azimuth,https://purl.org/ccf/ASCTB-TEMP_monocyte-derived-m,Monocyte-derived M��,49,0.005509332134022936
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D046$lung,azimuth,http://purl.obolibrary.org/obo/CL_1001568,pulmonary artery endothelial cell,44,0.00494715538565325
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D046$lung,azimuth,http://purl.obolibrary.org/obo/CL_0000860,classical monocyte,43,0.004834720035979312
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D046$lung,azimuth,http://purl.obolibrary.org/obo/CL_0000097,mast cell,35,0.003935237238587812
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D046$lung,azimuth,http://purl.obolibrary.org/obo/CL_0000786,plasma cell,31,0.003485495839892062
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D046$lung,azimuth,http://purl.obolibrary.org/obo/CL_0002633,respiratory basal cell,24,0.002698448392174499
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D046$lung,azimuth,http://purl.obolibrary.org/obo/CL_0001058,"plasmacytoid dendritic cell, human",20,0.00224870699347875
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D046$lung,azimuth,http://purl.obolibrary.org/obo/CL_4033008,vein endothelial cell of respiratory system,19,0.002136271643804812
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D046$lung,azimuth,http://purl.obolibrary.org/obo/CL_0002241,pulmonary interstitial fibroblast,14,0.001574094895435125
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D046$lung,azimuth,http://purl.obolibrary.org/obo/CL_0017000,pulmonary ionocyte,10,0.001124353496739375
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D046$lung,azimuth,http://purl.obolibrary.org/obo/CL_0000192,smooth muscle cell,7,7.870474477175624E-4
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D046$lung,azimuth,https://purl.org/ccf/ASCTB-TEMP_interstitial-m-perivascular,Interstitial M�� perivascular,7,7.870474477175624E-4
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D046$lung,azimuth,http://purl.obolibrary.org/obo/CL_0005012,multi-ciliated epithelial cell,5,5.621767483696875E-4
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D046$lung,azimuth,http://purl.obolibrary.org/obo/CL_0002145,ciliated columnar cell of tracheobronchial tree,3,3.373060490218124E-4
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D046$lung,azimuth,http://purl.obolibrary.org/obo/CL_0000158,club cell,2,2.24870699347875E-4
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D046$lung,azimuth,http://purl.obolibrary.org/obo/CL_0000084,T cell,1,1.124353496739375E-4
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D046$lung,azimuth,http://purl.obolibrary.org/obo/CL_0000623,natural killer cell,1,1.124353496739375E-4
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D046$lung,celltypist,http://purl.obolibrary.org/obo/CL_0002063,pulmonary alveolar type 2 cell,2232,0.2509557004722285
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D046$lung,celltypist,http://purl.obolibrary.org/obo/CL_0000583,alveolar macrophage,1393,0.1566224420957949
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D046$lung,celltypist,http://purl.obolibrary.org/obo/CL_0000492,CD4-positive helper T cell,1019,0.1145716213177423
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D046$lung,celltypist,http://purl.obolibrary.org/obo/CL_0002062,pulmonary alveolar type 1 cell,605,0.06802338655273218
